"AGENCY 0","DATA 0","DATA TYPE 0","LOCATION 0","LOCATION TYPE 0","SOURCE 0","SOURCE TYPE 0","SUBJECT 0","TIME 0","TIME TYPE 0"
"National Centers for Environmental Information","23.20000000000","STRING","Ravalli","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","19.80000000000","STRING","Ramsey","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","61.80000000000","STRING","Hancock","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","26.80000000000","STRING","Taos","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","49.80000000000","STRING","Burke","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","11.60000000000","STRING","Benson","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","39.50000000000","STRING","Guernsey","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","43.90000000000","STRING","Carter","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","54.50000000000","STRING","Anson","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","39.20000000000","STRING","Cowley","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","33.10000000000","STRING","Nemaha","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","32.70000000000","STRING","Macomb","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","33.30000000000","STRING","Ada","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","25.50000000000","STRING","Belknap","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","34.30000000000","STRING","Monroe","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","30.30000000000","STRING","Clinton","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","45.10000000000","STRING","Lawrence","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","32.00000000000","STRING","Columbia","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","30.50000000000","STRING","Cheyenne","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","40.70000000000","STRING","Greene","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","44.00000000000","STRING","Baltimore","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","37.70000000000","STRING","Shelby","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","23.10000000000","STRING","Chickasaw","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","28.80000000000","STRING","Johnson","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","33.60000000000","STRING","Newton","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","59.40000000000","STRING","Calcasieu","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","37.10000000000","STRING","Shawnee","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","20.30000000000","STRING","O'Brien","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","21.10000000000","STRING","Oxford","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","26.30000000000","STRING","Boone","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","47.00000000000","STRING","Hart","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","61.60000000000","STRING","St. Mary","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","24.60000000000","STRING","Cumberland","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","56.50000000000","STRING","Jasper","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","39.40000000000","STRING","Cumberland","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","36.70000000000","STRING","Pike","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","42.90000000000","STRING","Bracken","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","38.90000000000","STRING","Fayette","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","44.50000000000","STRING","Fayette","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","28.40000000000","STRING","Poweshiek","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","53.00000000000","STRING","Hyde","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","24.60000000000","STRING","Stillwater","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","22.80000000000","STRING","Jefferson","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","25.60000000000","STRING","Antelope","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","25.70000000000","STRING","Teton","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","56.80000000000","STRING","Warren","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","29.50000000000","STRING","Cibola","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","11.40000000000","STRING","Bottineau","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","35.20000000000","STRING","Ashtabula","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","52.60000000000","STRING","Wilson","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","51.00000000000","STRING","Polk","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","12.50000000000","STRING","Eddy","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","59.70000000000","STRING","Marion","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","13.80000000000","STRING","Renville","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","21.80000000000","STRING","Golden Valley","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","33.50000000000","STRING","Schuyler","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","52.20000000000","STRING","Prentiss","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","38.50000000000","STRING","Jackson","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","26.70000000000","STRING","Thurston","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","39.60000000000","STRING","Miami","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","37.80000000000","STRING","Harrison","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","34.80000000000","STRING","Shelby","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","21.80000000000","STRING","Meagher","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","51.70000000000","STRING","Edgecombe","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","57.80000000000","STRING","Copiah","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","30.20000000000","STRING","Hamilton","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","37.80000000000","STRING","Auglaize","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","45.30000000000","STRING","Swain","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","55.70000000000","STRING","Sharkey","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","52.70000000000","STRING","Washington","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","56.60000000000","STRING","Brunswick","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","25.90000000000","STRING","Yellowstone","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","21.90000000000","STRING","Fillmore","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","37.60000000000","STRING","Somerset","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","23.00000000000","STRING","Cedar","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","56.10000000000","STRING","Newton","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","33.70000000000","STRING","Williams","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","45.60000000000","STRING","Do̱a Ana","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","34.30000000000","STRING","Clark","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","56.10000000000","STRING","Jefferson","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","44.30000000000","STRING","Lea","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","11.20000000000","STRING","Pierce","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","41.10000000000","STRING","Webster","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","47.90000000000","STRING","Atoka","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","38.60000000000","STRING","Belmont","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","29.50000000000","STRING","Saunders","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","30.80000000000","STRING","Allegany","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","32.80000000000","STRING","Pershing","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","14.20000000000","STRING","Cass","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","35.60000000000","STRING","Macon","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","23.90000000000","STRING","Carbon","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","12.80000000000","STRING","Richland","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","36.60000000000","STRING","Lorain","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","29.80000000000","STRING","Schenectady","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","50.10000000000","STRING","Rockingham","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","58.30000000000","STRING","Amite","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","8.40000000000","STRING","Steele","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","41.90000000000","STRING","Christian","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","7.60000000000","STRING","Roseau","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","36.60000000000","STRING","Hunterdon","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","34.90000000000","STRING","Caldwell","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","33.90000000000","STRING","Iroquois","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","34.40000000000","STRING","Doniphan","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","43.80000000000","STRING","Bourbon","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","58.50000000000","STRING","Beauregard","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","31.30000000000","STRING","Ottawa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","56.60000000000","STRING","Winn","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","58.60000000000","STRING","Pike","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","60.30000000000","STRING","East Feliciana","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","31.80000000000","STRING","Jackson","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","62.40000000000","STRING","Seminole","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
